2,0.5,0.5,1.2,0,0,0,0
11,0,0,0,0,0,1200,0
9,0,0,0,0.8,4,0,0
11,0,0,0,0,0,200,0
10,0,0,0,0.7,4,0,0
11,0,0,0,0,0,4000,0
