0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.008,0.000,0.000,0.000,0.000
0.000,-0.031,0.000,0.000,0.000,0.000
0.000,-0.260,0.000,0.000,0.000,0.000
0.000,-0.512,0.000,0.000,0.000,0.000
0.000,-0.858,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
0.000,-1.000,0.000,0.000,0.000,0.000
